番剧id,分数,评分人数,番剧名,番剧简介,播放次数,播放时间
3467,9.6,1115,"""命运石之门 负荷领域的既视感""",《命运石之门》的TV动画完结后，按业界惯例在最后公布了剧场版制作的消息。其实在播出前，5pb的社长志...,1645009,"""2013-04-20"""
2890,9.6,1108,"""少女与战车""",故事舞台设置在一个将使用战车的武技“战车道”、“华道”与“茶道”并列为大和抚子必须掌握的三大本领的架...,557527,"""2012-10-08"""
1270,9.6,984,"""濑户的花嫁""",主角满潮永澄是个就读于埼玉县某中学的平凡中学生。某个暑假他在海边度假时突然溺水，意识模糊之际为美丽的...,5640333,"""2007-04-01"""
6082,9.6,960,"""我的英雄学院 OAD""",单行本第13卷、第14卷限定版同捆DVD。,1513740,"""2017-04-03"""
2747,9.6,942,"""终物语""",高三的十月下旬，神原骏河向高中三年级的阿良良木历介绍了一位转校生——忍野扇。放学后，忍野扇说起了一些...,9205710,"""2015-10-03"""
3446,9.6,926,"""夏目友人帐 OVA""",散歩中的猫咪老师遇到了一对迷路的双子兄妹，从而展开了一段奇妙的故事。 ,341745,"""2013-12-15"""
978,9.6,850,"""荒川爆笑团""",荒川爆笑团（日语：荒川アンダー ザ ブリッジ，又名：荒川Under The Bridge），是中村光...,936300,"""2010-04-04"""
1564,9.6,839,"""攻壳机动队 STAND ALONE COMPLEX""",《攻壳机动队》，是由日本漫画家士郎正宗1989年4月22日首次连载于讲谈社青年漫画月刊《Young ...,3036569,"""2002-10-01"""
3437,9.6,797,"""我的青春恋爱物语果然有问题。 第一季 OVA""",『やはりゲームでも俺の青春ラブコメはまちがっている。』MAGES.开发PlayStation Vit...,1953055,"""2013-09-19"""
4070,9.6,797,"""元气囝仔""",因缘际会下，来到日本最西端的岛上生活的年轻帅哥书法家·半田清舟。在开始不习惯的乡村生活的“老师”面前...,625351,"""2014-07-05"""
783,9.6,762,"""黄昏少女×失忆""",以创立60年的传统而自豪的私立诚教学园，建立在一座小山上俯瞰著整个城市，不过，学园创立以来，以「旧校...,2870648,"""2012-04-08"""
1773,9.6,761,"""寒蝉鸣泣之时 解""",昭和58年夏。有一个远离都市的平静安宁的村庄雏见泽。前原圭一，最近刚刚搬到这个总人口不足2000的小...,2597852,"""2007-07-05"""
530,9.6,751,"""超次元游戏 海王星""",【本片翻译由澄空字幕组提供】一个由四位女神所守护的异世界，因为女神们千年来不断的争执而使得下界充满了...,2731011,"""2013-07-12"""
4152,9.6,708,"""尽管如此世界依然美丽""",雨之国的公主妮可，拥有一种特殊的能力-控制降雨，性格好胜。她在输掉和姐姐的剪刀石头布后被迫嫁给了晴之...,836766,"""2014-04-05"""
3456,9.6,690,"""忍者杀手 SE""","普通的上班族藤木户健二，他的妻子在忍者斗争中丧命。
在他濒死之际，竟然被神祕的忍者灵魂附身了！
捡回...",4921734,"""2016-04-03"""
703,9.6,661,"""人类衰退之后""",【本片翻译由轻之国度字幕组提供】人类衰退之后故事描述人类在衰退之后经过了好几个世纪，一个成为了调停官...,1775346,"""2012-07-01"""
952,9.6,646,"""恶魔奶爸""",男主角男鹿辰巳，被周边的不良少年唤作“暴君男鹿”的凶恶少年，但却自称是“善良的年轻人”，其本身是一位...,5849359,"""2011-01-09"""
984,9.6,643,"""传说中勇者的传说""",镜贵也所著的《传说中的勇者的传说》TV动画版正式确定在7月开播，这部以架空大陆为背景的奇幻冒险作品，...,2706113,"""2010-07-01"""
893,9.6,640,"""白兔糖""",30岁的单身男大吉，在祖父的葬礼上遇到了从未谋面的6岁小女孩凛。而这个孩子竟然是祖父的私生子，知道这...,851678,"""2011-07-07"""
5482,9.6,626,"""女神异闻录5 -THE DAY BREAKERS-""",本作描写了主人公与同伴们白天作为学生生活，夜晚则运用名为“Persona”的特殊力量，化身为“窃取心...,889991,"""2016-09-03"""
5051,9.6,620,"""星之梦～星之人～""",剧场版动画《星之梦～星之人～》是由david production根据Key社游戏《星之梦》改编。2...,581667,"""2016-09-03"""
3441,9.6,591,"""我们仍未知道那天所看见的花的名字。 剧场版""",某天，“她”突然出现了。少年少女们美好而又哀伤的故事开始发展……,679913,"""2013-08-31"""
815,9.6,587,"""圣诞之吻SS""",アマガミ（Amagami）是2009年Enterbrain发售的、Play Station2用恋爱模...,3920606,"""2010-07-02"""
709,9.6,583,"""爱杀宝贝 日语版""",表面上看来，索尼娅是一个扎着双马尾的金发美少女高中生，但实际上，她有着一个秘密的身份——杀手。作为一...,5012388,"""2012-01-05"""
862,9.6,577,"""丹特丽安的书架""","青年修伊从收书狂的祖父那里继承了古老的宅邸以及其所有的藏书，条件只有一个——要他继承“书架”。
为整...",1955508,"""2011-07-15"""
4120,9.6,576,"""三坪房间的侵略者！""",故事的主角里见孝太郎，在高中入学前因为父亲调职而开始一个人生活。孝太郎租下了房租每月五千日币，免押金...,189133,"""2014-07-11"""
729,9.6,555,"""食梦者。3""",【本片翻译由华盟字幕社提供】本作的主人公真城是一名初三的学生，和大多数人一样只想顺其自然的生活，他有...,2497471,"""2012-10-06"""
1181,9.6,551,"""悠久之翼""",《ef - a fairy tale of the two.》是minori游戏公司所发行的第五部作...,1043397,"""2007-10-06"""
2061,9.6,546,"""人形电脑天使心""",在不久的将来，电子技术飞速发展，电脑，成为人们生活中不可或缺的一部分。以美少女为造型的个人电脑：电脑...,2176380,"""2002-04-02"""
2587,9.6,538,"""迷糊餐厅 WORKING!!!""",等了三季的那一抱(o´艸`),8387322,"""2015-07-04"""
857,9.6,515,"""好想告诉你 第一季""",传说中的“贞子”浓黑的长发，就算是在盛夏也惨白的皮肤，阴沉的脸，连笑容都让人感到恐惧，只要与她对视3...,4369263,"""2009-10-06"""
240,9.6,512,"""银之匙 Silver Spoon 第二季""",原本在大都市就读升学学校的八轩勇吾，因为某些因素，刻意前来就读位於乡下的农校－大虾夷高级农业职业学校...,2481669,"""2014-01-09"""
1717,9.6,505,"""游☆戏☆王 5D's 第一季""",本作以武藤游戏所在的DM时代数十年后的童实野市为舞台。这个时代的童实野市被称为“新童实野市”，是一个...,3375773,"""2008-04-02"""
1182,9.6,501,"""悠久之翼2""",《ef - a fairy tale of the two.》是minori游戏公司所发行的第五部作...,511721,"""2008-10-07"""
723,9.6,475,"""猫物语（黑）""",黄金周的第一天，阿良良木历和班长羽川翼一起埋葬了一只被车碾过，没有尾巴的猫。这本应是一件的普通事，但...,2242769,"""2012-12-31"""
2684,9.6,468,"""偶像大师""",偶像，是女孩子们一直以来的憧憬。但能站在顶点的，只有仅仅数人。13位少女，就此经她们所属的事务所“7...,1084087,"""2011-07-07"""
949,9.6,448,"""超元气三姐妹""",《超元气三姐妹》是桜井のりお从2006年起连载于秋田书店《周刊少年Champion》上的搞笑萌系漫画...,718313,"""2010-07-02"""
22288,9.6,447,"""独自生活的小学生""",《独自生活的小学生》讲述了这样一个故事：时值1980年代，江之岛的小学四年级的女生铃音凛（鈴音リン）...,374065,"""2017-10-10"""
3072,9.6,437,"""晨曦公主""",从小备受父王及哈克宝贝呵护的高华国公主‧优娜，在她16岁生日的当天，她的心上人苏芳来到宫殿，并送她漂...,9398551,"""2014-10-07"""
2581,9.6,435,"""黑塔利亚 The World Twinkle 第6期""",这个天下大“同”的世界<(*￣▽￣*)/,10960751,"""2015-07-03"""
5576,9.6,433,"""喜欢上你的那个瞬间。～告白实行委员会～""",明明是最差劲的相遇，但雏却不知何时开始无法停止心动。雏被初中时的学长·恋雪所吸引，决定和他进入同所高...,1069129,"""2016-12-17"""
1463,9.6,429,"""翼·年代记""",小狼是玖楼国的考古学家，和小樱公主从小便是青梅竹马。多年后，经过挖掘，神秘遗迹渐渐露出。小樱本打算向...,1759438,"""2005-04-09"""
616,9.6,420,"""花牌情缘""",燃到极致，每一个小细节当bgm响起时都瞬间泪目,2823975,"""2011-10-04"""
2627,9.6,418,"""纯情罗曼史3""",考哥攻了许多年 一夜回到解放前,7957755,"""2015-07-08"""
5567,9.6,414,"""悠哉日常大王 Repeat OAD""",单行本第10卷同捆OAD。,579817,"""2016-09-23"""
1577,9.6,408,"""希德尼娅的骑士 第二季""",15米最萌身高差,4789514,"""2015-04-10"""
623,9.6,400,"""南家三姐妹 我回来了""",【本片翻译由华盟字幕社提供】《南家三姐妹》是日本漫画家樱场小春所创作的作品，其后改编为动画。前两季于...,3379812,"""2013-01-05"""
2681,9.6,399,"""男子高中生的日常 SP""","男子高校生と理想（1巻特典映像）
男子高校生と孤独（2巻特典映像）
男子高校生とチャック（3巻特典映...",3419540,"""2012-04-03"""
1388,9.6,383,"""传颂之物""",舞台是充满兽耳、兽尾、有翼族的古装·异族战国时代，据说在服饰、固有名词等方面参考了现在生活在北海道中...,243134,"""2006-04-03"""
1909,9.6,378,"""MONSTER""",1986年，一名头部被子弹击中的少年被送到了西德・杜塞尔多夫医院中。日籍外科医生天马贤三违背院长的命...,2279586,"""2004-04-06"""
2988,9.6,355,"""特别的她""",故事发生在近未来的日本，一个叫疏濑的城市中。市民们过着平凡的生活，只不过在城市的一角，山冈上矗立着外...,229258,"""2000-04-26"""
20897,9.6,346,"""夏目友人帐 第五季 特别篇②""",猫咪老师兴高采烈地出门参加奇怪的宴会。在意宴会情况紧随其后的的夏目在抵达的废宅中发现了浑身是伤的妖怪...,289147,"""2017-04-26"""
3449,9.6,340,"""命运石之门 境界面上的迷失之链""",《境界面上的迷失之链》于2015年12月2日在日本的TOKYO MX与NICONICO上播出，内容是...,898608,"""2015-12-02"""
728,9.6,338,"""食梦者。2""","【本片翻译由华盟字幕社提供】
故事场景设置在埼玉县谷草市。
抱着“无趣的未来，活着真麻烦”这样无所谓...",2095113,"""2011-10-01"""
5281,9.6,335,"""网球王子""",新学期开始，青春学院实力强劲的网球部的来了一个初一新生——越前龙马。虽然帮助网球部其他新生出头不被高...,2273728,"""2001-10-10"""
1066,9.6,331,"""DARKER THAN BLACK -黑之契约者- 外传""",连接起「黑之契约者」与「流星的双子」之间的两年空白，共4集的新作OVA「DARKER THAN BL...,246959,"""2010-01-27"""
1792,9.6,330,"""再见绝望先生""",藤吉晴美役,1021499,"""2007-07-07"""
1855,9.6,329,"""甲贺忍法帖""",庆长19年，73岁高龄的德川家康为了第三代将军继承人人选的问题而烦恼。是愚笨的哥哥竹千代，还是天资聪...,948997,"""2005-04-12"""
6075,9.6,327,"""结城友奈是勇者 -鹫尾须美之章-""",《结城友奈是勇者》的前传剧场版《结城友奈是勇者：鹫尾须美之章》将于2017年3月开始上映，本作一共分...,523173,"""2017-03-18"""
5882,9.6,326,"""元气少女缘结神 新婚篇""",描写了高中毕业和御影神社毕业临近，向着各自道路前进的奈奈生，巴卫，瑞稀、鞍马的最后时光,1322472,"""2016-12-20"""
1174,9.6,325,"""轻音少女 小剧场""",《轻音少女》讲述的是一个刚上高中的女孩子平泽唯和其他四位主角一起将快要废部的轻音部重新建成，并且一步...,788545,"""2010-07-30"""
1018,9.6,321,"""二舍六房的七人""",昭和30年（1955年），六个16岁的少年因犯罪而住进了“湘南特别少教所”的二舍六房。期间他们发生了...,1008626,"""2010-04-06"""
1535,9.6,316,"""魔法少女奈叶""",《魔法少女奈叶》是2004年10月首播的日本动画片。第二部《魔法少女奈叶A's》于2005年10月首...,300408,"""2004-10-01"""
1872,9.6,313,"""神无月的巫女""",日本的某处、被美丽的大自然所包围的山间小镇。在这样的镇上，设立着一所自然而亲切的巨大绚烂豪华学校，私...,155702,"""2004-10-01"""
3420,9.6,306,"""野良神 ARAGOTO OAD""",随漫画限定版单行本第15卷、第16卷同捆发售的OAD，内容为特别篇“夜斗神连续杀人事件”。,1433604,"""2015-11-17"""
3858,9.6,291,"""魔卡少女樱 知世的影像活跃日记""","知世的活跃日记
　　1.实际在做小樱牌前动画片主题曲的MTV过程
　　2.讲的是艾里欧到樱家做蛋糕，...",867111,"""2000-01-01"""
950,9.6,289,"""超元气三姐妹 增量中！""",《超元气三姐妹》是桜井のりお从2006年起连载于秋田书店《周刊少年Champion》上的搞笑萌系漫画...,1378313,"""2011-01-08"""
22843,9.6,286,"""百變小櫻Clear咭（僅限港澳地區）""",《庫洛魔法使 透明牌篇》是《庫洛魔法使》結束之後的故事，描述女主角小櫻（木之本櫻）與男朋友小狼（李小...,265330,"""2018-01-07"""
3491,9.6,284,"""HELLO!! 黄金拼图""",【本片翻译由华盟字幕社提供】爱丽丝来到日本已经过了一年，但当她们升入二年级时，忍却被分到了别的班级，...,736234,"""2015-04-05"""
528,9.6,281,"""八犬传-东方八犬异闻- 第一季""",五年前，大冢村一夜之间瘟疫流行，周围的村庄为了防止疫病蔓延，一把火烧毁了整个大冢村。大冢村的三个孩子...,2837870,"""2013-01-05"""
1638,9.6,271,"""EVA 新世纪福音战士新剧场版1.0：序""",《EVA 新世纪福音战士新剧场版1.0：YOU ARE (NOT) ALONE》。本作基于TV动画1...,480522,"""2007-09-01"""
2602,9.6,260,"""和歌子酒 动画""",卖萌品美食两不误，酒？只是顺便的,6831586,"""2015-07-05"""
1238,9.6,258,"""海马""","记忆数据化的出现,使得肉体的死变得不能被叫死后的世界。记忆变的能被保存,并且能够转移到新的身体，从而...",224867,"""2008-04-10"""
5239,9.6,256,"""High☆Speed! -Free! Starting Days-""",剧场版《High☆Speed：Free! Starting Days》以《Free》的小说原作，由大...,764172,"""2015-12-05"""
3135,9.6,255,"""归宅部活动记录""",安藤夏希升上高中后，本来没有要参加社团的意愿。她随口回答同学塔野花梨“我要参加归宅部”，想不到真的有...,973197,"""2013-07-04"""
